nickname,teams,player_id,age,country,rating
Spongey,"Bad News Bears, Triumph, The Quest",13589.0,22.0,United States,1.06
Krad,"Entropiq, DreamEaters, Hard Legion",12027.0,23.0,Russia,1.07
spaze,"PiTER, Gambit, EPG",8345.0,25.0,Russia,1.02
Ace,"Rise Nation, eUnited",13273.0,27.0,United States,1.06
Markoś,"AVEZ, Wisla Krakow",11276.0,23.0,Poland,1.06
dimasick,"AVANGAR, pro100",13780.0,26.0,Kazakhstan,1.06
Goofy,"Wisla Krakow, PACT, x-kom",15428.0,21.0,Poland,1.08
queztone,eXtatus,7749.0,26.0,Slovakia,1.02
ROBO,Nemiga,3410.0,29.0,Belarus,1.02
steel,"Chaos, Ghost, Torqued",7253.0,32.0,Canada,1.02
yel,"Luminosity, INTZ, MIBR",10560.0,30.0,Brazil,1.02
Xyp9x,"Astralis, TSM",4954.0,26.0,Denmark,1.02
TENZKI,"Nordavind, Dignitas",5287.0,28.0,Denmark,1.02
fr0slev,"AGF, Fragsters",11258.0,25.0,Denmark,1.08
LETN1,"Valiance, Binary Dragons, iNation, CR4ZY",4216.0,29.0,Serbia,1.02
apEX,"Vitality, Envy, G2, Titan",7322.0,29.0,France,1.02
fox,"Giants, k1ck, Kinguin, OFFSET",629.0,35.0,Portugal,1.02
NENO,"Binary Dragons, Valiance",2299.0,28.0,North Macedonia,1.02
n0thing,"Cloud9, Complexity",203.0,31.0,United States,1.02
Plopski,"NIP, x6tence Galaxy, Singularity",14218.0,20.0,Sweden,1.08
mar,"FATE, Finest",13464.0,25.0,Bulgaria,1.08
SKYTTEN,"Orbit, LGB",2398.0,29.0,Sweden,1.02
roseau,"Recca, nxl",8951.0,29.0,Indonesia,1.02
szejn,"MOUZ NXT, Izako Boars",17113.0,20.0,Poland,1.06
roca,"Splyce, Echo Fox, Complexity, ELEVATE",7935.0,26.0,United States,1.02
xCeeD,"The Quest, Triumph, SoaR",13182.0,22.0,United States,1.07
iDk,"TeamOne, Paquetá, Yeah",10818.0,24.0,Brazil,1.08
flickz,"Chiefs, Athletico, Dark Sided",11844.0,31.0,Australia,1.09
Tuurtle,"MIBR, DETONA, Bravos, C4",14394.0,23.0,Brazil,1.08
Nodios,"Copenhagen Flames, x6tence",8891.0,23.0,Denmark,1.01
chrisJ,MOUZ,2730.0,32.0,Netherlands,1.01
aproto,"CLG Academy, Vision, BlackOut",11230.0,23.0,United States,1.05
delboNi,"Imperial, Case, Yeah",11213.0,24.0,Brazil,1.05
Jyo,Nemiga,12269.0,27.0,Estonia,1.07
bedonka,"Paradox, SYF",17402.0,22.0,Australia,1.06
es3tag,"Heroic, Tricked",8611.0,26.0,Denmark,1.01
Zyphon,Copenhagen Flames,20090.0,18.0,Denmark,1.07
shokz,"Finest, Movistar Riders",16859.0,24.0,Estonia,1.06
GruBy,AGO,8570.0,27.0,Poland,1.01
desi,"Winterfox, Complexity, SKDC",8350.0,29.0,United States,1.01
PlesseN,"Galaxy Racer, Chaos, Japaleno, Red Reserve, fnatic Academy",9811.0,24.0,Sweden,1.01
SHOCK,SINNERS,12810.0,21.0,Czech Republic,1.04
HUGHMUNGUS,"Chiefs, Legacy, Genuine, Funky Monkeys",12086.0,22.0,Australia,1.06
b0RUP,"Tricked, Heroic, MAD Lions",9896.0,22.0,Denmark,1.01
hampus,"NIP, GamerLegion, Red Reserve, GODSENT",9766.0,23.0,Sweden,1.01
tatazin,"paiN, Wild, Yeah, BigGods",10840.0,28.0,Brazil,1.05
Maikelele,"NoChance, GODSENT",1045.0,31.0,Sweden,1.01
Lekr0,"NIP, Dignitas, fnatic, GODSENT",9261.0,29.0,Sweden,1.01
mitch,"Selfless, Bad News Bears, Dignitas, Riot Squad",10470.0,25.0,United States,1.01
clax,"K23, Trident, Cyber Legacy, Singularity, EXTREMUM",12004.0,20.0,Russia,1.04
EasTor,"Movistar Riders, OFFSET",4373.0,28.0,Spain,1.01
jedqr,"Wisla Krakow, x-kom",14684.0,23.0,Poland,1.08
JDC,"MOUZ, MOUZ NXT, expert, Unicorns of Love, PANTHERS",14929.0,22.0,Germany,1.06
1962,"Leviatan, Isurus",12094.0,26.0,Argentina,1.07
Kylar,"AVEZ, Anonymo",19114.0,22.0,Poland,1.05
Noobster,"Ground Zero, Paradox, SYF",9680.0,25.0,Australia,1.01
Viva,"Invictus, 5POWER, CyberZen",15419.0,22.0,China,1.06
byali,"Virtus.pro, AVEZ",5386.0,28.0,Poland,1.01
obj,"OFFSET, eXploit, Giants, AlienTech",9416.0,26.0,Portugal,1.01
spyleadeR,"E-frag.net, MK, GPlay",3183.0,32.0,Bulgaria,1.01
kreaz,"Finest, Apeks",9911.0,24.0,Sweden,1.01
stadodo,"SAW, OFFSET",11205.0,25.0,Portugal,1.08
mirbit,"ALTERNATE aTTaX, EURONICS, Sprout, Nordavind",11701.0,25.0,Germany,1.06
J0LZ,"Strife, OCG, Swedish Canadians",17510.0,22.0,Canada,1.07
Friis,"SK, fnatic, Heroic, Tricked",7.0,33.0,Denmark,1.01
grux,"Savage, Red Reserve, SMASH",15096.0,22.0,Sweden,1.04
dazzLe,"eUnited, Rise Nation, New Identity",11064.0,26.0,United States,1.08
ayaya,"Eclipse, Born Of Fire, Flash, AllGamers",10186.0,23.0,China,1.01
ap0c,"AVANT, Tainted Minds, Looking For Org, Chiefs",2007.0,34.0,Australia,1.01
reatz,"PRIDE, Illuminar, Kinguin",8242.0,27.0,Poland,1.01
siuhy,"MOUZ NXT, Izako Boars",16820.0,19.0,Poland,1.06
Stewie2K,"Cloud9, Liquid",8797.0,24.0,United States,1.01
kalinka,"HellRaisers, Playing Ducks",9410.0,28.0,Lithuania,1.01
Jinxx,"Genuine, Taboo, Chiefs",11538.0,25.0,Australia,1.04
to1nou,"LDLC, LDLC White",7982.0,27.0,Belgium,1.01
DickStacy,"Grayhound, Dark Sided",12876.0,25.0,Australia,1.08
jR,"Vega Squadron, HellRaisers",8786.0,28.0,Ukraine,1.01
DESPE,Space Soldiers,7980.0,29.0,Turkey,1.01
kioShiMa,"Envy, Heretics, FaZe",4959.0,28.0,France,1.01
speed4k,"DreamEaters, Nemiga",13155.0,26.0,Russia,1.05
FugLy,"NRG, Liquid, Envy",8522.0,27.0,United States,1.01
emagine,"ORDER, Kings, Winterfox, Immunity",8744.0,31.0,Australia,1.01
Nifty,"Renegades, Envy, Selfless",9069.0,24.0,United States,1.01
Polt,"1WIN, Unique",16946.0,28.0,Russia,1.07
arT,FURIA,12521.0,26.0,Brazil,1.09
MINISE,"PACT, PRIDE, Kinguin",2826.0,28.0,Poland,1.0
waterfaLLZ,"Quantum Bellator Fire, PiTER, AVE, EPG",8727.0,27.0,Russia,1.0
Cabbi,"MASONIC, Lyngby Vikings, AGF",16723.0,24.0,Denmark,1.05
pounh,"Playing Ducks, Imperial, 1337HUANIA",11307.0,25.0,Lithuania,1.04
Zero,"GamerLegion, HellRaisers",8413.0,23.0,Slovakia,1.0
zqkS,"Imperial, Yeah, Keyd",7383.0,30.0,Brazil,1.0
innocent,"Anonymo, Illuminar, CSGL",3669.0,28.0,Poland,1.0
Relyks,"eUnited, Enemy, Selfless, New Identity",8517.0,27.0,United States,1.0
fenvicious,"Unique, Spirit Academy, EPG",10590.0,27.0,Russia,1.0
glace,"North Academy, Tricked, Rogue, No Problem!",1883.0,28.0,Denmark,1.0
Oderus,"Spacestation, BlackOut, The Pioneers",11238.0,23.0,United States,1.04
1uke,"Spirit Academy, HOLLYWOOD, PLINK",8724.0,29.0,Russia,1.0
leo_drk,"Sharks, 00NATION",11329.0,22.0,Brazil,1.07
Edward,Natus Vincere,483.0,34.0,Ukraine,1.0
Tsogoo,"TheMongolz, Mazaalai",9245.0,28.0,Mongolia,1.0
hazed,"CLG, Mythic",8347.0,33.0,United States,1.0
xiaosaGe,"5POWER, Invictus, UYA",11574.0,32.0,China,1.08
SIXER,"LDLC, Envy",147.0,31.0,France,1.0
kenzor,pro100,11515.0,25.0,Ukraine,1.05
R0b3n,"Unique, Space Jam, ex-ETHEREAL",14205.0,20.0,Latvia,1.04
Lack1,"Entropiq, Winstrike",13240.0,22.0,Kazakhstan,1.04
cbbk,"Lucid Dream, Beyond",10764.0,28.0,Thailand,1.06
dzt,"Imperial, Case, BigGods",10570.0,25.0,Brazil,1.0
ImpressioN,"BOOT-d[S], BTRG, NKT, dream[S]cape",9339.0,26.0,Singapore,1.0
almazer,forZe,11654.0,23.0,Russia,1.06
Djoko,"HEET, DBL PONEY",19738.0,25.0,France,1.05
KILLDREAM,"AlienTech, k1ck, Giants",5792.0,29.0,Portugal,1.0
Basso,Copenhagen Flames,10443.0,23.0,Denmark,1.0
RoLEX,"Signature, ZIGMA, Beyond, MiTH",10663.0,21.0,Thailand,1.06
zeff,MVP PK,4637.0,33.0,Korea,1.0
ALLE,"Liberty, Redemption POA, Isurus, C4",11922.0,25.0,Brazil,1.07
mopoz,Movistar Riders,9254.0,25.0,Spain,1.0
supra,"Gambit Youngsters, Nordavind",16415.0,20.0,Estonia,1.05
cromen,Nordavind,10397.0,27.0,Norway,1.0
SZPERO,"Wisla Krakow, Kinguin, AGO",973.0,31.0,Poland,1.0
adreN,"Liquid, Mythic",7433.0,32.0,United States,1.0
xseveN,"HAVU, ENCE, iGame.com, RCTIC",7248.0,27.0,Finland,1.0
void,"Ground Zero, Dark Sided",14954.0,21.0,Australia,1.03
pyth,"NIP, Vexed",7527.0,28.0,Sweden,1.0
MODDII,"Heroic, SK",545.0,33.0,Sweden,1.0
cam,"Singularity, Gorilla Gang, Chaos",13186.0,24.0,United States,1.06
peet,"AGG, Vexed, SEAL, eBettle",7369.0,31.0,Poland,1.0
nitr0,Liquid,7687.0,26.0,United States,1.0
mds,Nemiga,11926.0,23.0,Belarus,1.04
pecks,Chiefs,10163.0,25.0,Australia,1.0
STYKO,"HellRaisers, MOUZ, GODSENT",6904.0,26.0,Slovakia,1.0
truth,"Apeks, ATK, Vexed",9298.0,25.0,Norway,1.0
Noktse,Isurus,2161.0,29.0,Argentina,1.06
vice,"Rogue, Cloud9",9260.0,26.0,United States,1.0
Baaten,"x6tence Galaxy, Red Reserve, fnatic Academy, Chaos",10463.0,23.0,Sweden,1.0
uli,KOVA,9818.0,24.0,Finland,1.0
MUTiRiS,"SAW, k1ck, Giants",630.0,29.0,Portugal,1.0
freddieb,"Epsilon, GODSENT, Red Reserve",9257.0,28.0,Sweden,0.99
SEMPHIS,"Splyce, TSM, Complexity",1915.0,33.0,Canada,0.99
dephh,Complexity,7873.0,30.0,United Kingdom,0.99
realz1n,"B4, W7M, Sharks, FURIA Academy",16769.0,27.0,Brazil,1.07
freakazoid,"Swole Patrol, Cloud9, Echo Fox",7808.0,29.0,United States,0.99
Jerry,forZe,13157.0,24.0,Russia,1.07
magixx,Spirit,18317.0,19.0,Russia,1.05
YDNA,"Breakaway, Funky Monkeys, Dark Sided",12083.0,23.0,Australia,1.03
robiin,"Endpoint, DenDD",7700.0,27.0,Sweden,0.99
gMd,"Rogue, FRENCH CANADIANS, LiViD, Spacestation",12710.0,21.0,Canada,1.05
ALEX,"LDLC, Vitality, fnatic",8184.0,26.0,United Kingdom,0.99
markeloff,"FlipSid3, HellRaisers",338.0,34.0,Ukraine,0.99
Puls3,"Endpoint, FMESPORTS",7296.0,28.0,United Kingdom,0.99
Vegi,"Anonymo, Virtus.pro, PACT, Illuminar",15204.0,22.0,Poland,1.04
neptune,"Ghost, Bee's Money Crew, Recon 5",12101.0,19.0,United States,1.04
xelos,"Lemondogs, Epsilon, AliGon",5373.0,29.0,Sweden,0.99
rbz,"Paradox, Corvidae",9103.0,28.0,Australia,0.99
BENDJI,"Singularity, DenDD",8396.0,26.0,Sweden,0.99
dukefissura,"Unique, 100PG",19823.0,26.0,Kazakhstan,1.05
reversive,"Leviatan, Isurus",9221.0,30.0,Argentina,0.99
jaxi,Nexus,4726.0,28.0,Romania,0.99
BARBARR,"Epsilon, x6tence Galaxy, Singularity",44.0,32.0,Sweden,0.99
VINI,FURIA,12822.0,23.0,Brazil,1.04
Liki,"Looking For Org, Dire Wolves",19190.0,23.0,Australia,1.07
morelz,"PRIDE, Virtus.pro",8324.0,28.0,Poland,0.99
k1to,"BIG, ALTERNATE aTTaX, Sprout",12781.0,23.0,Germany,1.04
notaN,"MASONIC, Singularity, OPAA",9903.0,22.0,Denmark,0.99
pesadelo,"TeamOne, RED Canids",17553.0,22.0,Brazil,1.04
kory,"Sangal, Budapest Five, Salamander",16495.0,24.0,Hungary,1.06
JIaYm,"HellRaisers, bankaPEPSI",19232.0,23.0,Russia,1.05
ANGE1,HellRaisers,339.0,32.0,Ukraine,0.99
kaboose,"Selfless, Vision",10372.0,22.0,United States,0.99
facecrack,"forZe, PiTER",8726.0,28.0,Russia,0.99
Dimaoneshot,"Spirit, Espada",8125.0,27.0,Russia,0.99
Drone,"Splyce, Envy",9130.0,24.0,United States,0.99
DemQQ,"B8, CR4ZY, Akuma, Project X",19733.0,21.0,Ukraine,1.07
rmn,"SAW, k1ck, Giants",2241.0,30.0,Portugal,0.99
Dosia,"Gambit, HellRaisers",735.0,34.0,Russia,0.99
vanity,"Chaos, eUnited, Gorilla Gang",12089.0,23.0,United States,1.06
krii,"Wolsung, EPG",9291.0,24.0,Latvia,0.99
fitch,"AVANGAR, Tengri, Gambit",10052.0,30.0,Kazakhstan,0.99
DeathZz,Movistar Riders,13093.0,26.0,Spain,1.03
gade,"North, North Academy, OpTic",8875.0,27.0,Denmark,0.99
djay,"Party Astronauts, New England Whalers",12102.0,29.0,Canada,1.04
SAGGERTON,"iGame.com, RCTIC, LGR",7529.0,26.0,Finland,0.99
larsen,"Tricked, Movistar Riders",7965.0,25.0,Denmark,0.99
bubble,"Windigo, E-frag.net, Fiend",2799.0,30.0,Bulgaria,0.99
Lukki,"Tricked, AGF, Singularity",8871.0,22.0,Denmark,0.99
jabbi,"Copenhagen Flames, Singularity",17956.0,19.0,Denmark,1.03
AZR,"Renegades, 100 Thieves, EXTREMUM",8082.0,29.0,Australia,0.99
J1rah,"ORDER, Breakaway",12593.0,22.0,Australia,1.04
ryotzz,W7M,13989.0,28.0,Brazil,1.08
bodyy,"G2, DBL PONEY, LDLC",8374.0,25.0,France,0.99
NEKIZ,"paiN, Luminosity",9482.0,26.0,Brazil,0.98
sXe,"Nexus, XPC",10436.0,24.0,Romania,0.98
chop,"RBG, Carpe Diem, Kinship",19705.0,20.0,United States,1.02
JACKZ,"G2, EnVyUs Academy, 3DMAX",284.0,30.0,France,0.98
DAVEY,"Splyce, Mythic",8508.0,26.0,Canada,0.98
Furlan,AGO,8327.0,27.0,Poland,0.98
stellar,"Party Astronauts, Vireo.pro, Divine, AA",13177.0,26.0,United States,1.05
Xizt,"NIP, fnatic",884.0,31.0,Sweden,0.98
Jonji,"Bad News Bears, Rise Nation, Chaos",12113.0,22.0,Canada,1.09
RUBINO,"Dignitas, Nordavind, LGB",1485.0,28.0,Norway,0.98
AdreN,"Gambit, HellRaisers, K23",334.0,32.0,Kazakhstan,0.98
ryann,"Singularity, Swole Patrol, Envy, Gorilla Gang",12088.0,21.0,United States,1.04
gla1ve,"Astralis, CPH Wolves",7412.0,27.0,Denmark,0.98
Zix,Bpro,13992.0,23.0,Bulgaria,1.04
Perfecto,"Natus Vincere, Syman",16947.0,22.0,Russia,1.04
isak,"GamerLegion, Lilmix",17937.0,20.0,Sweden,1.03
DeadFox,HellRaisers,8716.0,27.0,Hungary,0.98
wiz,"RBG, Carpe Diem",17930.0,21.0,United States,1.02
zende,"DenDD, Property",5045.0,27.0,Sweden,0.98
Daffu,"ECSTATIC, Lyngby Vikings, Copenhagen Flames",11996.0,24.0,Denmark,1.04
Spiidi,"Sprout, MOUZ",7499.0,26.0,Germany,0.98
bq,Lilmix,17936.0,20.0,Sweden,1.02
apocdud,"VERTEX, Chiefs, Genuine",12872.0,23.0,Australia,1.05
anger,"Mythic, Winterfox, Denial, Luminosity",7438.0,34.0,United States,0.98
NickelBack,"Entropiq, pro100, Winstrike",11498.0,25.0,Russia,1.05
WOOD7,"Bravos, MIBR, RED Canids",14390.0,27.0,Brazil,1.04
doto,"HAVU, ENCE",9819.0,26.0,Finland,0.98
tifa,"Imperial, BigGods, Keyd",9480.0,26.0,Brazil,0.98
Fadey,"ATK, Bravado",10611.0,24.0,South Africa,0.98
Norwi,"forZe, Trident",19882.0,21.0,Russia,1.02
Llamas,"Ground Zero, Breakaway, SYF",16529.0,22.0,Australia,1.01
kwezz,Tricked,13170.0,22.0,Denmark,1.01
SHOOWTiME,"Luminosity, Imperial, Tempo Storm",9220.0,25.0,Brazil,0.98
syken,"expert, EURONICS",8000.0,26.0,Germany,0.98
ZEDKO,"SINNERS, eXtatus",8488.0,24.0,Czech Republic,0.98
jnt,Sharks,11747.0,28.0,Brazil,1.03
prt,"TeamOne, DETONA",10827.0,24.0,Brazil,1.02
FinigaN,Espada,17305.0,23.0,Russia,1.03
niki1,"FATE, Bpro, Outlaws",8917.0,31.0,Bulgaria,0.98
BURNRUOk,"Ground Zero, Grayhound, Immunity",9636.0,26.0,Australia,0.98
Radifaction,"Secret, Nordavind, NoChance, Apeks",13148.0,23.0,Norway,1.03
BIT,"TeamOne, 9z",555.0,32.0,Brazil,0.98
Boombl4,"Natus Vincere, Winstrike, Quantum Bellator Fire",11840.0,23.0,Russia,1.04
Sergiz,"CR4ZY, Project X, Akuma, Windigo Academy",12244.0,21.0,Ukraine,1.03
PERCY,"Secret, Sprout, Tricked",5061.0,28.0,Denmark,0.98
blocker,"Windigo, FATE, Bpro",10697.0,25.0,Bulgaria,1.05
leman,AGO,8539.0,25.0,Poland,0.97
Sapec,Young Ninjas,15569.0,19.0,Sweden,1.05
RUSH,"Cloud9, Complexity, OpTic",7805.0,28.0,United States,0.97
RpK,"Vitality, Envy, Titan, G2",7169.0,32.0,France,0.97
sinnopsyy,"Bad News Eagles, BLINK, Secret",18120.0,27.0,Kosovo,1.03
SPELLAN,"SKADE, Outlaws, Windigo, Epsilon",11217.0,24.0,Bulgaria,1.03
Bymas,"MOUZ, FaZe",19015.0,18.0,Lithuania,1.03
mono,"x-kom, Illuminar, Izako Boars",9916.0,26.0,Poland,0.97
Queenix,"MASONIC, x6tence",13749.0,23.0,Denmark,1.03
RuStY,"GamerLegion, Singularity, Red Reserve",10784.0,24.0,Sweden,1.03
raalz,"Sprout, Lyngby Vikings, Ambush",2898.0,27.0,Denmark,0.97
jmqa,"Quantum Bellator Fire, PiTER, EPG",8368.0,25.0,Russia,0.97
DeStRoYeR,"Invictus, EHOME, BOOT",10192.0,28.0,China,0.97
Keoz,"Syman, LDLC, K23",15117.0,21.0,Belgium,1.03
seb,"Ghost, New Identity, Bee's Money Crew",3886.0,31.0,United States,0.97
propleh,"1WIN, Monolith, Spartak",14055.0,25.0,Russia,1.03
kUcheR,"HellRaisers, Virtus.pro",302.0,33.0,Russia,0.97
stk,"Beyond, Signature, Alpha Red",12129.0,25.0,Thailand,1.05
ELUSIVE,Bravado,8446.0,29.0,South Africa,0.97
oskarish,"x-kom, Illuminar, AGO",8321.0,25.0,Poland,0.97
SOKER,"Movistar Riders, x6tence, k1ck",7388.0,29.0,Spain,0.97
ice,"100PG, Unique",17792.0,21.0,Kazakhstan,1.01
PKL,"paiN, Luminosity, Wild",6593.0,28.0,Brazil,0.97
DEVIL,"LDLC, Envy, LDLC White, 3DMAX",8569.0,27.0,France,0.97
seized,Natus Vincere,3347.0,27.0,Russia,0.97
MAIROLLS,"Alpha Red, Beyond, NSPR",10666.0,24.0,Thailand,1.02
gabesson,"GameAgents, volgare",7925.0,32.0,Hungary,0.97
Mayker,"Genuine, Chiefs, Surge",14957.0,23.0,Australia,1.01
KHRN,"SJ, HAVU",971.0,32.0,Finland,0.97
Leaf,"Lucid Dream, Maple, Signature",11248.0,28.0,Thailand,1.02
phr,"Illuminar, AGO, Virtus.pro",11891.0,25.0,Poland,1.02
reltuC,CLG,8137.0,33.0,United States,0.97
chopper,"Spirit, Vega Squadron",7716.0,25.0,Russia,0.97
Drea3er,"New4, FIVE, BTRG",11161.0,27.0,China,1.01
Hyper,"AGG, Vexed, Kinguin, Izako Boars",7368.0,32.0,Poland,0.96
Surreal,"Endpoint, Epsilon, Complexity",9019.0,26.0,United Kingdom,0.96
TMB,"MAD Lions, AGF, Copenhagen Flames",11995.0,20.0,Denmark,1.05
LUCAS1,"Immortals, Luminosity, MIBR, Tempo Storm",8566.0,27.0,Brazil,0.96
The eLiVe,"Enterprise, Universe",14388.0,23.0,Slovakia,1.01
Maniac,"LDLC, Titan",823.0,32.0,Switzerland,0.96
starix,"Natus Vincere, Spirit",303.0,34.0,Ukraine,0.96
nosraC,"Gaimin Gladiators, Rebirth, ChocoCheck, Recon 5",17918.0,22.0,United States,1.03
SmithZz,"G2, Titan, VeryGames, Envy, LDLC",7170.0,33.0,France,0.96
kaper,"AGO, Kinguin, Wisla Krakow, adwokacik",14221.0,26.0,Poland,1.02
nafany,"Gambit Youngsters, Gambit",16921.0,21.0,Russia,1.04
Marek,"EHOME, After",8598.0,28.0,Taiwan,0.96
SADDYX,SJ,15563.0,21.0,Finland,1.03
maeVe,"Tricked, Escape, Reason",8150.0,32.0,Denmark,0.96
Kairi,"x6tence, PENTA",329.0,34.0,Spain,0.96
Tommy,BOOT-d[S],11460.0,28.0,Singapore,1.04
bodito,"Budapest Five, Salamander, Pixel, Sensei",8733.0,24.0,Hungary,0.96
Walco,"RBG, Carpe Diem",17929.0,20.0,Canada,1.02
stanislaw,"Evil Geniuses, OpTic, Complexity, Liquid",8507.0,28.0,Canada,0.96
SEMINTE,"Nexus, XPC",8453.0,25.0,Romania,0.96
expro,"Lynn Vision, Invictus, EHOME",12490.0,23.0,China,1.03
HOLMES,Squared,3730.0,30.0,Serbia,0.96
xms,"Envy, Heretics, LDLC",9545.0,25.0,France,0.96
w1nt3r,"100PG, Unique, Se7en, BOOT-d[S]",14359.0,24.0,Kazakhstan,1.0
Uber,"Enemy, Complexity, Selfless",9053.0,25.0,Canada,0.96
Aleksib,"OG, ENCE, HAVU",9816.0,25.0,Finland,0.96
glow,MVP PK,205.0,34.0,Korea,1.01
Kvik,"Quantum Bellator Fire, Winstrike",8459.0,26.0,Lithuania,0.96
ProbLeM,"HellRaisers, bankaPEPSI",16870.0,23.0,Russia,1.02
Kristou,"AGF, North",10961.0,20.0,Denmark,0.99
MAJ3R,"Space Soldiers, Sangal",150.0,31.0,Turkey,0.96
JazzPimp,"Gaimin Gladiators, Recon 5, ChocoCheck",11039.0,25.0,United States,1.01
LOGAN,"LDLC, Heretics",13042.0,24.0,France,1.01
tiziaN,"BIG, ALTERNATE aTTaX",5796.0,26.0,Germany,0.96
0i,"Invictus, New4, FIVE, After",11358.0,26.0,China,1.0
nbl,Isurus,10508.0,25.0,Argentina,0.96
smF,"CPH Wolves, Secret",7414.0,30.0,Denmark,0.96
YJ,W7M,11746.0,26.0,Brazil,1.0
kinqie,"DreamEaters, Hard Legion",3459.0,30.0,Russia,0.96
Snappi,"ENCE, Heroic, OpTic",922.0,32.0,Denmark,0.96
tahsiN,"PENTA, Berzerk, KILLERFISH",2148.0,31.0,Germany,0.96
maNkz,"ECSTATIC, Lyngby Vikings, Copenhagen Flames",15349.0,24.0,Denmark,1.02
ponczek,Wisla Krakow,11286.0,27.0,Poland,1.0
PR1mE,Tricked,19038.0,21.0,Denmark,0.99
NEO,"Virtus.pro, HONORIS",165.0,35.0,Poland,0.95
misutaaa,Vitality,14176.0,19.0,France,1.0
denis,"Sprout, MOUZ",7511.0,27.0,Germany,0.95
RZU,"Triumph, Bad News Bears, Rugratz",13179.0,22.0,United States,1.01
beastik,SINNERS,11199.0,24.0,Czech Republic,1.01
alexRr,"expert, Planetkey, DIVIZON",7508.0,26.0,Germany,0.95
dezon,"Savage, Galaxy Racer, Japaleno",15639.0,24.0,Sweden,1.01
dumz,"DenDD, Singularity, Manatee",7958.0,26.0,Sweden,0.95
friberg,"NIP, Dignitas, Heroic",7148.0,30.0,Sweden,0.95
caike,"g3x, Yeah, Isurus, TeamOne",10563.0,27.0,Brazil,0.95
TaZ,"HONORIS, Virtus.pro, Kinguin",161.0,36.0,Poland,0.95
steel,"Movistar Riders, Luminosity, Immortals",7382.0,28.0,Brazil,0.95
Console,"Tricked, ALTERNATE aTTaX, Copenhagen Flames, Singularity",10404.0,26.0,Denmark,0.95
devoduvek,"LDLC, Misfits, Heretics",10569.0,27.0,France,0.95
CONNOR93,"Ghost, Bee's Money Crew, BlackOut, The Pioneers",9660.0,28.0,Canada,0.95
soju_j,"Legacy, AVANT, Chiefs, Dire Wolves",12590.0,24.0,New Zealand,1.01
KrizzeN,"AVANGAR, Winstrike",12161.0,22.0,Kazakhstan,1.01
dERZKIY,"K29, ANOX",7942.0,26.0,Belarus,0.95
darko,PACT,11287.0,24.0,Poland,1.02
RAiLWAY,"INDE IRAE, Espada",14161.0,26.0,Russia,1.0
Grus,"Apeks, 777",16462.0,24.0,Norway,1.0
H4RR3,"777, Nordavind",14311.0,25.0,Norway,1.03
oxygeN,SKADE,18697.0,19.0,Bulgaria,1.0
AcilioN,"Copenhagen Flames, SK, Apeks",8151.0,25.0,Denmark,0.95
JT,"Extra Salt, Bravado, ATK, Cloud9",11630.0,23.0,South Africa,1.02
flashie,"GameAgents, Orgless",5440.0,26.0,Hungary,0.95
strux1,"PENTA, 3DMAX, Planetkey",7214.0,31.0,Germany,0.95
arvid,SJ,9325.0,25.0,Finland,0.95
ecfN,ALTERNATE aTTaX,10367.0,26.0,Germany,0.95
Karsa,"Flash, OneThree, EHOME",8599.0,30.0,China,0.95
Inzta,"Tricked, Singularity",7463.0,29.0,Denmark,0.94
rafftu,"SKADE, Bpro, FATE",16412.0,22.0,Bulgaria,1.0
uNdo,"Unique, Quantum Bellator Fire, Space Jam",7943.0,27.0,Belarus,0.94
vSa,"Rise Nation, Vision, Ghost",9845.0,28.0,Canada,0.94
Rock1nG,"SKADE, Outlaws, Bpro",10762.0,25.0,Bulgaria,1.01
Fifflaren,NIP,7147.0,34.0,Sweden,0.94
kzy,"EURONICS, ALTERNATE aTTaX, Unicorns of Love",3517.0,32.0,Germany,0.94
boX,"Nemiga, GoodJob",13976.0,27.0,Belarus,1.04
TOAO,"AGO, Izako Boars",11278.0,25.0,Poland,0.99
SileNt,"Swole Patrol, Method, NRG",8752.0,27.0,United States,0.94
tonyblack,Spirit,1950.0,29.0,Russia,0.94
Twixie,"KOVA, HAVU",15180.0,20.0,Finland,1.0
arch,"Preparation, Spirit, Worst Players",8410.0,26.0,Ukraine,0.94
Shakezullah,"Bad News Bears, Triumph, Singularity, iNTACT",14203.0,24.0,United States,1.0
EXUS,"PRIDE, Izako Boars",8549.0,24.0,Poland,0.94
RIZZZ,"OFFSET, Giants",2260.0,29.0,Portugal,1.0
LOMME,"North Academy, Tricked, No Problem!",1889.0,28.0,Denmark,0.94
interz,"Gambit Youngsters, Gambit",15071.0,21.0,Russia,0.99
Ex6TenZ,"Titan, LDLC, VeryGames, G2",7166.0,32.0,Belgium,0.94
ub1que,"EPG, PiTER, Preparation",7405.0,30.0,Russia,0.94
BRACE,VERTEX,12588.0,22.0,Australia,0.99
Noisia,"AVANT, Breakaway, Dark Sided",11492.0,26.0,Australia,0.99
ngiN,"Space Soldiers, Sangal",9857.0,29.0,Turkey,0.94
forget,"5POWER, UYA",2292.0,32.0,China,0.94
Sidney,"UNGENTIUM, AGO, PACT, Illuminar",15697.0,24.0,Poland,0.99
repo,"PRIDE, ESC, AGG, Vexed",8320.0,25.0,Poland,0.94
neaLaN,"K23, Syman",11940.0,21.0,Kazakhstan,1.0
DANZ,"Corvidae, Kanga, AVANT",9104.0,28.0,Australia,0.93
