nickname,teams,player_id,age,country,rating
hardzao,"paiN, DETONA",16817.0,21.0,Brazil,1.11
fame,"K23, SG.pro",20101.0,19.0,Russia,1.11
ofnu,"Tainted Minds, Chiefs, AVANT, Winterfox",8767.0,29.0,New Zealand,1.06
AnJ,"NRG, Singularity, Tricked",9317.0,27.0,Denmark,1.06
Ethan,"NRG, CLG, Evil Geniuses",10671.0,22.0,United States,1.14
flameZ,"OG, Endpoint",16693.0,19.0,Israel,1.12
b1t,"Natus Vincere, NAVI Junior",18987.0,19.0,Ukraine,1.12
zhokiNg,"ViCi, VG.CyberZen",8601.0,28.0,China,1.06
SHiPZ,"SKADE, Windigo",11343.0,21.0,Bulgaria,1.11
Happy,"Envy, LDLC",7429.0,30.0,France,1.06
acoR,"Tricked, North Academy, MAD Lions, MOUZ",10330.0,25.0,Denmark,1.06
NikkeZ,"Ground Zero, Athletico",9676.0,27.0,Australia,1.06
COLDYY1,Spirit,9083.0,30.0,Ukraine,1.06
b4rtiN,"TeamOne, GODSENT",17585.0,20.0,Brazil,1.1
rigoN,"Bad News Eagles, BLINK, c0ntact",12708.0,22.0,Switzerland,1.1
Skadoodle,Cloud9,7440.0,29.0,United States,1.06
flying,Invictus,16872.0,21.0,China,1.09
pancc,"W7M, Sharks",16314.0,24.0,Brazil,1.11
Maka,"Heretics, LDLC, 3DMAX",13138.0,25.0,France,1.1
koosta,"CLG, Ghost, Gen.G, Enemy",9056.0,26.0,United States,1.06
Valiance,"ORDER, Paradox",16323.0,21.0,Australia,1.1
tucks,Chiefs,9108.0,25.0,Australia,1.06
TOR,"Signature, Beyond",9288.0,29.0,Thailand,1.06
olofmeister,"fnatic, FaZe",885.0,30.0,Sweden,1.06
suNny,"ENCE, MOUZ, PENTA",5479.0,27.0,Finland,1.06
malbsMd,"TeamOne, Infinity",11617.0,19.0,Guatemala,1.1
Gratisfaction,"Grayhound, Renegades, 100 Thieves, Immunity, EXTREMUM",9686.0,26.0,New Zealand,1.05
shalfey,"forZe, Unique, Dracarys",17011.0,20.0,Russia,1.11
SLOWLY,"TYLOO, EHOME",15683.0,20.0,China,1.11
nexa,"G2, Valiance, Imperial",9618.0,25.0,Serbia,1.05
rallen,"Kinguin, AGO",5388.0,28.0,Poland,1.05
Rainwaker,SKADE,17145.0,21.0,Bulgaria,1.1
bottle,"Born Of Fire, Eclipse, Invictus, 5POWER, CyberZen",10168.0,28.0,China,1.05
remix,"Liberty, Redemption POA, UNO MILLE",2544.0,28.0,Brazil,1.07
ISSAA,"HellRaisers, OG",10449.0,25.0,Jordan,1.05
JW,fnatic,3849.0,27.0,Sweden,1.05
Sobol,"PACT, Wisla Krakow",15940.0,24.0,Poland,1.09
afro,"HEET, DBL PONEY, LDLC",19926.0,23.0,France,1.08
iM,"GamerLegion, Nexus",14759.0,23.0,Romania,1.11
Ramz1kBO$$,"Tengri, Syman",11842.0,22.0,Kazakhstan,1.09
HZ,"TYLOO, CyberZen, AllGamers",7016.0,32.0,China,1.05
Marcelious,"Apeks, 777, NOREG",14602.0,23.0,Norway,1.08
cajunb,"North, TSM, OpTic, Dignitas",2469.0,32.0,Denmark,1.05
tabseN,"BIG, PENTA, MOUZ",5794.0,27.0,Germany,1.05
zeph,"ORDER, Chiefs, Ground Zero",13054.0,20.0,Australia,1.11
mou,"Gambit, K23, HellRaisers, Syman",964.0,30.0,Kazakhstan,1.05
stavn,"Heroic, Fragsters",10994.0,20.0,Denmark,1.12
REDSTAR,"Fiend, Bpro",15369.0,20.0,Bulgaria,1.1
KRIMZ,fnatic,7528.0,28.0,Sweden,1.05
KEi,"AVEZ, Anonymo, Sprout",17504.0,21.0,Poland,1.12
TeSeS,"Heroic, Copenhagen Flames",12018.0,21.0,Denmark,1.11
yay,"Complexity, Orgless",8513.0,23.0,United States,1.05
FASHR,"ECSTATIC, Lyngby Vikings, Defusekids",11954.0,26.0,Netherlands,1.11
juanflatroo,"Bad News Eagles, BLINK, Secret",17147.0,25.0,Kosovo,1.1
sdy,Spirit,12731.0,25.0,Ukraine,1.1
SicK,"Rogue, Misfits, TSM",9258.0,23.0,United States,1.05
NEEX,"Izako Boars, ESC",8543.0,25.0,Poland,1.05
Aerial,"HAVU, ENCE",4076.0,29.0,Finland,1.11
loWel,"Movistar Riders, PENTA, MOUZ",3997.0,25.0,Spain,1.05
nin9,"TIGER, Renewal, Mazaalai, IHC",15072.0,24.0,Mongolia,1.09
raafa,"W7M, Keyd",11748.0,28.0,Brazil,1.07
Grim,"Liquid, Triumph, Dignitas, Spacestation",13578.0,21.0,United States,1.1
Zellsis,"Swole Patrol, Lazarus",13188.0,24.0,United States,1.11
Qikert,"AVANGAR, Virtus.pro",13239.0,23.0,Kazakhstan,1.11
Flarich,"HellRaisers, pro100",11250.0,25.0,Latvia,1.07
rommi,"Spirit Academy, HOLLYWOOD, PLINK, 1337",10589.0,29.0,Russia,1.05
WolfY,"ECSTATIC, Lyngby Vikings, Secret Club",12937.0,23.0,United States,1.08
MarKE,"Extra Salt, eUnited, Swole Patrol",10892.0,24.0,Mexico,1.12
cadiaN,"Heroic, Rogue, SK",7964.0,27.0,Denmark,1.04
Lucky,"Tricked, Astralis",13843.0,19.0,Denmark,1.07
refrezh,"Fragsters, Heroic, Copenhagen Flames, Tricked, OpTic",10610.0,24.0,Denmark,1.08
DavCost,"INDE IRAE, Spirit, 1WIN",8124.0,26.0,Russia,1.04
malta,"Grayhound, Chiefs, Renegades",11485.0,26.0,Australia,1.1
Kjaerbye,"North, Dignitas, Astralis",8394.0,24.0,Denmark,1.04
Bwills,"Triumph, Infamous",16647.0,21.0,United States,1.1
jkaem,"Apeks, Renegades, FaZe, 100 Thieves",8248.0,28.0,Norway,1.04
flusha,fnatic,3055.0,28.0,Sweden,1.04
Snakes,"Spacestation, The Quest, SoaR",13229.0,20.0,United States,1.09
zewsy,"Tainted Minds, Chiefs, Winterfox",8764.0,25.0,New Zealand,1.04
Swahn,"iNTACT, Bad News Bears, Detonate, Bushido Boyz",15255.0,24.0,United States,1.08
STOMP,"x-kom, Izako Boars, Illuminar, HONORIS",12699.0,27.0,Poland,1.09
aumaN,ViCi,8604.0,28.0,China,1.04
n0rb3r7,"K23, Winstrike, Syman",16612.0,21.0,Russia,1.09
motm,"ATK, Cloud9",13230.0,22.0,United States,1.09
Hiko,"Liquid, Rogue",2644.0,32.0,United States,1.04
Geniuss,"Signature, Beyond, Lucid Dream",12564.0,24.0,Thailand,1.11
Snax,"Virtus.pro, Anonymo",2553.0,29.0,Poland,1.04
HSK,"MVP PK, MVP Project, GOSU",9174.0,27.0,Korea,1.04
Bubzkji,"Tricked, Fragsters, MAD Lions, Astralis",9612.0,24.0,Denmark,1.04
ANDROID,"Complexity, Envy",9043.0,28.0,Canada,1.04
KHTEX,"Paquetá, Wild, Virtue",10842.0,25.0,Brazil,1.08
kabal,"5POWER, TheMongolz, TIGER",10870.0,27.0,Mongolia,1.09
LOVEYY,"Flash, VG.CyberZen, VG.Flash",8957.0,33.0,China,1.04
buster,"AVANGAR, Virtus.pro",11942.0,22.0,Kazakhstan,1.09
fleav,"Budapest Five, GameAgents",12317.0,21.0,Hungary,1.08
phzy,"Young Ninjas, NIP",16726.0,19.0,Sweden,1.07
twist,"GODSENT, fnatic, NIP",7443.0,27.0,Sweden,1.04
eraa,GamerLegion,16487.0,20.0,Sweden,1.06
Lucaozy,"Sharks, DETONA, Reapers",18717.0,20.0,Brazil,1.08
Davidp,"3DMAX, Heretics",8138.0,27.0,Belgium,1.03
tb,"VG.CyberZen, CyberZen, ViCi",839.0,31.0,China,1.03
dEE,"lvlUP, 4glory, Juggernauts, BLUEJAYS",4576.0,26.0,Serbia,1.07
land1n,"paiN, Wild, Case, BigGods",10557.0,28.0,Brazil,1.03
tarik,"CLG, Evil Geniuses, Cloud9, OpTic",8523.0,26.0,United States,1.03
REZ,"NIP, Epsilon",9278.0,24.0,Sweden,1.03
Kntz,"NKT, Alpha Red, Beyond, NSPR",10705.0,24.0,Thailand,1.07
rAge,"Hard Legion, Windigo Academy",14171.0,25.0,Ukraine,1.07
JUST,"SAW, OFFSET",8998.0,26.0,Portugal,1.03
sjuush,"Heroic, Tricked, MAD Lions",14148.0,23.0,Denmark,1.09
max,"9z, Isurus, Furious",12092.0,23.0,Uruguay,1.11
NK4Y,"Outlaws, Bpro, ex-Epsilon",10761.0,26.0,Bulgaria,1.07
Subroza,"Ghost, FRENCH CANADIANS, CLG, Lazarus, Orgless",11231.0,25.0,Canada,1.1
USTILO,"Renegades, ORDER",8771.0,28.0,Australia,1.03
TRAVIS,1WIN,16948.0,24.0,Russia,1.11
Lucky,"HEET, Heretics, DBL PONEY, G2, 3DMAX",13497.0,24.0,France,1.09
dobu,"5POWER, TIGER, TheMongolz",9521.0,23.0,Mongolia,1.03
alex,Movistar Riders,8371.0,26.0,Spain,1.03
yam,"Renegades, Tainted Minds",2555.0,33.0,Australia,1.03
Patsi,"Spirit, Espada, Spirit Academy",19673.0,18.0,Russia,1.09
Relaxa,"Chaos, Red Reserve, Japaleno, Apeks, Galaxy Racer",9279.0,29.0,Sweden,1.03
znajder,"GODSENT, fnatic, EURONICS",3847.0,29.0,Sweden,1.03
DEV7L,eXtatus,9358.0,25.0,Czech Republic,1.03
AiyvaN,"pro100, spray'n'pray",9349.0,26.0,Ukraine,1.03
Maden,"ENCE, GODSENT, FunPlus Phoenix, SMASH",11777.0,23.0,Montenegro,1.08
captainMo,"TYLOO, OneThree",5187.0,33.0,China,1.03
Thomas,Endpoint,13018.0,24.0,United Kingdom,1.12
RCF,"Sharks, Yeah, High Coast",11337.0,22.0,Brazil,1.09
JonY BoY,"Gale Force, Miami Flamingos, Furious, Isurus",10499.0,30.0,Argentina,1.03
rain,FaZe,8183.0,27.0,Norway,1.03
kressy,"ALTERNATE aTTaX, Sprout, EURONICS",12782.0,26.0,Germany,1.07
cxzi,Triumph,17353.0,22.0,United States,1.09
juho,"ENCE, iGame.com",7775.0,27.0,Finland,1.03
F1KU,"lvlUP, RESISTANCE, ONYX, 4glory",3732.0,19.0,Poland,1.07
DiMKE,AGO,19044.0,28.0,Serbia,1.03
stfN,ALTERNATE aTTaX,8800.0,29.0,Germany,1.03
chawzyyy,"Galaxy Racer, Apeks",19021.0,17.0,Sweden,1.07
imoRR,"Eternal Fire, Sangal, Royal Bandits",15835.0,22.0,Turkey,1.1
shuadapai,"5POWER, Eclipse",11576.0,31.0,China,1.08
aizy,"North, Dignitas, FaZe",8095.0,26.0,Denmark,1.03
Spargo,"KOVA, hREDS",15565.0,21.0,Finland,1.05
RIKO,"Monstars, Denial",11737.0,26.0,United States,1.06
dennis,"Apeks, fnatic, NIP, GamerLegion",1146.0,31.0,Sweden,1.03
food,"eUnited, Singularity, Freedom 35",9875.0,25.0,United States,1.03
fl0m,Mythic,8503.0,29.0,United States,1.03
Forester,"Entropiq, DreamEaters, Hard Legion",13982.0,22.0,Russia,1.08
b0denmaster,"ATK, Lilmix",15501.0,24.0,Sweden,1.08
pashaBiceps,"Virtus.pro, ESC",317.0,34.0,Poland,1.02
KENSI,"forZe, ex-ETHEREAL",19236.0,20.0,Russia,1.07
hoody,HAVU,13396.0,23.0,Finland,1.07
CyberFocus,"Nemiga, K29, Rebels, Empire",8255.0,27.0,Belarus,1.02
kai,"Bravos, C4, RED Canids",14445.0,27.0,Brazil,1.07
glowiing,"1WIN, Trident, Cyber Legacy",17508.0,28.0,Russia,1.08
Swisher,"ATK, Bad News Bears",16599.0,23.0,United States,1.08
flamie,Natus Vincere,7594.0,25.0,Russia,1.02
sLowi,HAVU,9271.0,26.0,Finland,1.02
smiley,"Unique, 100PG, Se7en",17793.0,25.0,Kazakhstan,1.07
niko,"Heroic, OpTic, OG",10264.0,24.0,Denmark,1.02
AMANEK,"LDLC, G2, Misfits",9616.0,28.0,France,1.02
dragonfly,Fragsters,10992.0,25.0,Denmark,1.06
HS,"Nordavind, PENTA",8994.0,25.0,Estonia,1.02
jdm64,"Liquid, CLG, Envy",8346.0,32.0,United States,1.02
fnx,"Imperial, Luminosity, SK, Immortals, RED Canids, Não Tem Como",557.0,32.0,Brazil,1.02
NBK-,"Envy, G2, Vitality, OG, VeryGames",7168.0,28.0,France,1.02
kolor,"GameAgents, Budapest Five, EURONICS",10698.0,22.0,Hungary,1.05
MonttY,"eXtatus, eSuba",9961.0,23.0,Slovakia,1.02
FANAT ROCKA,"Unique, Quantum Bellator Fire, Space Jam",9008.0,30.0,Russia,1.02
DeStiNy,"Luminosity, Paquetá, INTZ, Wild",9483.0,25.0,Brazil,1.02
FaNg,"Complexity, Extra Salt",17372.0,20.0,Canada,1.08
Maluk3,TeamOne,2529.0,32.0,Brazil,1.07
disco doplan,"GODSENT, Epsilon, Galaxy Racer, Red Reserve",9256.0,26.0,Sweden,1.02
Nico,"Dignitas, CPH Wolves, Western Wolves",7413.0,30.0,Denmark,1.02
mouz,"Kinguin, Illuminar",8323.0,26.0,Poland,1.02
bondik,"HellRaisers, FlipSid3, Winstrike",2131.0,29.0,Ukraine,1.02
qqGOD,"Signature, Beyond, Lucid Dream",9289.0,24.0,Thailand,1.02
v1c7oR,"Windigo, E-frag.net, Fiend",7834.0,28.0,Bulgaria,1.02
HexT,"RBG, Carpe Diem",18838.0,20.0,Canada,1.09
MoeycQ,"Immunity, Chiefs, Ground Zero, AVANT",8770.0,29.0,Australia,1.02
Voltage,"The Quest, Triumph, SoaR, Dignitas",13228.0,22.0,United States,1.05
