nickname,teams,Unnamed: 0,player_id,age,country,rating
string,string,continuous,continuous,continuous,ARG AUS BEL BGR BIH BLR BRA CAN CHE CHN CZE DEU DNK ESP EST FIN FRA GBR GTM HKG HUN IDN ISR JOR KAZ KOR LTU LVA MEX MKD MNE MNG MYS NLD NOR NZL POL PRT ROU RUS SGP SRB SVK SWE THA TUR TWN UKR URY USA UZB XKX ZAF,continuous
stfN,ALTERNATE aTTaX,310.0,8800.0,29.0,DEU,1.03
chawzyyy,"Galaxy Racer, Apeks",311.0,19021.0,17.0,SWE,1.07
imoRR,"Eternal Fire, Sangal, Royal Bandits",312.0,15835.0,22.0,TUR,1.1
shuadapai,"5POWER, Eclipse",313.0,11576.0,31.0,CHN,1.08
aizy,"North, Dignitas, FaZe",314.0,8095.0,26.0,DNK,1.03
Spargo,"KOVA, hREDS",315.0,15565.0,21.0,FIN,1.05
RIKO,"Monstars, Denial",316.0,11737.0,26.0,USA,1.06
dennis,"Apeks, fnatic, NIP, GamerLegion",317.0,1146.0,31.0,SWE,1.03
food,"eUnited, Singularity, Freedom 35",318.0,9875.0,25.0,USA,1.03
fl0m,Mythic,319.0,8503.0,29.0,USA,1.03
Forester,"Entropiq, DreamEaters, Hard Legion",320.0,13982.0,22.0,RUS,1.08
b0denmaster,"ATK, Lilmix",321.0,15501.0,24.0,SWE,1.08
pashaBiceps,"Virtus.pro, ESC",322.0,317.0,34.0,POL,1.02
KENSI,"forZe, ex-ETHEREAL",323.0,19236.0,20.0,RUS,1.07
hoody,HAVU,324.0,13396.0,23.0,FIN,1.07
CyberFocus,"Nemiga, K29, Rebels, Empire",325.0,8255.0,27.0,BLR,1.02
kai,"Bravos, C4, RED Canids",326.0,14445.0,27.0,BRA,1.07
glowiing,"1WIN, Trident, Cyber Legacy",327.0,17508.0,28.0,RUS,1.08
Swisher,"ATK, Bad News Bears",328.0,16599.0,23.0,USA,1.08
flamie,Natus Vincere,329.0,7594.0,25.0,RUS,1.02
sLowi,HAVU,330.0,9271.0,26.0,FIN,1.02
smiley,"Unique, 100PG, Se7en",331.0,17793.0,25.0,KAZ,1.07
niko,"Heroic, OpTic, OG",332.0,10264.0,24.0,DNK,1.02
AMANEK,"LDLC, G2, Misfits",333.0,9616.0,28.0,FRA,1.02
dragonfly,Fragsters,334.0,10992.0,25.0,DNK,1.06
HS,"Nordavind, PENTA",335.0,8994.0,25.0,EST,1.02
jdm64,"Liquid, CLG, Envy",336.0,8346.0,32.0,USA,1.02
fnx,"Imperial, Luminosity, SK, Immortals, RED Canids, Não Tem Como",337.0,557.0,32.0,BRA,1.02
NBK-,"Envy, G2, Vitality, OG, VeryGames",338.0,7168.0,28.0,FRA,1.02
kolor,"GameAgents, Budapest Five, EURONICS",339.0,10698.0,22.0,HUN,1.05
MonttY,"eXtatus, eSuba",340.0,9961.0,23.0,SVK,1.02
FANAT ROCKA,"Unique, Quantum Bellator Fire, Space Jam",341.0,9008.0,30.0,RUS,1.02
DeStiNy,"Luminosity, Paquetá, INTZ, Wild",342.0,9483.0,25.0,BRA,1.02
FaNg,"Complexity, Extra Salt",343.0,17372.0,20.0,CAN,1.08
Maluk3,TeamOne,344.0,2529.0,32.0,BRA,1.07
disco doplan,"GODSENT, Epsilon, Galaxy Racer, Red Reserve",345.0,9256.0,26.0,SWE,1.02
Nico,"Dignitas, CPH Wolves, Western Wolves",346.0,7413.0,30.0,DNK,1.02
mouz,"Kinguin, Illuminar",347.0,8323.0,26.0,POL,1.02
bondik,"HellRaisers, FlipSid3, Winstrike",348.0,2131.0,29.0,UKR,1.02
qqGOD,"Signature, Beyond, Lucid Dream",349.0,9289.0,24.0,THA,1.02
v1c7oR,"Windigo, E-frag.net, Fiend",350.0,7834.0,28.0,BGR,1.02
HexT,"RBG, Carpe Diem",351.0,18838.0,20.0,CAN,1.09
MoeycQ,"Immunity, Chiefs, Ground Zero, AVANT",352.0,8770.0,29.0,AUS,1.02
Voltage,"The Quest, Triumph, SoaR, Dignitas",353.0,13228.0,22.0,USA,1.05
Spongey,"Bad News Bears, Triumph, The Quest",354.0,13589.0,22.0,USA,1.06
Krad,"Entropiq, DreamEaters, Hard Legion",355.0,12027.0,23.0,RUS,1.07
spaze,"PiTER, Gambit, EPG",356.0,8345.0,25.0,RUS,1.02
Ace,"Rise Nation, eUnited",357.0,13273.0,27.0,USA,1.06
Markoś,"AVEZ, Wisla Krakow",358.0,11276.0,23.0,POL,1.06
dimasick,"AVANGAR, pro100",359.0,13780.0,26.0,KAZ,1.06
Goofy,"Wisla Krakow, PACT, x-kom",360.0,15428.0,21.0,POL,1.08
queztone,eXtatus,361.0,7749.0,26.0,SVK,1.02
ROBO,Nemiga,362.0,3410.0,29.0,BLR,1.02
steel,"Chaos, Ghost, Torqued",363.0,7253.0,32.0,CAN,1.02
yel,"Luminosity, INTZ, MIBR",364.0,10560.0,30.0,BRA,1.02
Xyp9x,"Astralis, TSM",365.0,4954.0,26.0,DNK,1.02
TENZKI,"Nordavind, Dignitas",366.0,5287.0,28.0,DNK,1.02
fr0slev,"AGF, Fragsters",367.0,11258.0,25.0,DNK,1.08
LETN1,"Valiance, Binary Dragons, iNation, CR4ZY",368.0,4216.0,29.0,SRB,1.02
apEX,"Vitality, Envy, G2, Titan",369.0,7322.0,29.0,FRA,1.02
fox,"Giants, k1ck, Kinguin, OFFSET",370.0,629.0,35.0,PRT,1.02
NENO,"Binary Dragons, Valiance",371.0,2299.0,28.0,MKD,1.02
n0thing,"Cloud9, Complexity",372.0,203.0,31.0,USA,1.02
Plopski,"NIP, x6tence Galaxy, Singularity",373.0,14218.0,20.0,SWE,1.08
mar,"FATE, Finest",374.0,13464.0,25.0,BGR,1.08
SKYTTEN,"Orbit, LGB",375.0,2398.0,29.0,SWE,1.02
roseau,"Recca, nxl",376.0,8951.0,29.0,IDN,1.02
szejn,"MOUZ NXT, Izako Boars",377.0,17113.0,20.0,POL,1.06
roca,"Splyce, Echo Fox, Complexity, ELEVATE",378.0,7935.0,26.0,USA,1.02
xCeeD,"The Quest, Triumph, SoaR",379.0,13182.0,22.0,USA,1.07
iDk,"TeamOne, Paquetá, Yeah",380.0,10818.0,24.0,BRA,1.08
flickz,"Chiefs, Athletico, Dark Sided",381.0,11844.0,31.0,AUS,1.09
Tuurtle,"MIBR, DETONA, Bravos, C4",382.0,14394.0,23.0,BRA,1.08
Nodios,"Copenhagen Flames, x6tence",383.0,8891.0,23.0,DNK,1.01
chrisJ,MOUZ,384.0,2730.0,32.0,NLD,1.01
aproto,"CLG Academy, Vision, BlackOut",385.0,11230.0,23.0,USA,1.05
delboNi,"Imperial, Case, Yeah",386.0,11213.0,24.0,BRA,1.05
Jyo,Nemiga,387.0,12269.0,27.0,EST,1.07
bedonka,"Paradox, SYF",388.0,17402.0,22.0,AUS,1.06
es3tag,"Heroic, Tricked",389.0,8611.0,26.0,DNK,1.01
Zyphon,Copenhagen Flames,390.0,20090.0,18.0,DNK,1.07
shokz,"Finest, Movistar Riders",391.0,16859.0,24.0,EST,1.06
GruBy,AGO,392.0,8570.0,27.0,POL,1.01
desi,"Winterfox, Complexity, SKDC",393.0,8350.0,29.0,USA,1.01
PlesseN,"Galaxy Racer, Chaos, Japaleno, Red Reserve, fnatic Academy",394.0,9811.0,24.0,SWE,1.01
SHOCK,SINNERS,395.0,12810.0,21.0,CZE,1.04
HUGHMUNGUS,"Chiefs, Legacy, Genuine, Funky Monkeys",396.0,12086.0,22.0,AUS,1.06
b0RUP,"Tricked, Heroic, MAD Lions",397.0,9896.0,22.0,DNK,1.01
hampus,"NIP, GamerLegion, Red Reserve, GODSENT",398.0,9766.0,23.0,SWE,1.01
tatazin,"paiN, Wild, Yeah, BigGods",399.0,10840.0,28.0,BRA,1.05
Maikelele,"NoChance, GODSENT",400.0,1045.0,31.0,SWE,1.01
Lekr0,"NIP, Dignitas, fnatic, GODSENT",401.0,9261.0,29.0,SWE,1.01
mitch,"Selfless, Bad News Bears, Dignitas, Riot Squad",402.0,10470.0,25.0,USA,1.01
clax,"K23, Trident, Cyber Legacy, Singularity, EXTREMUM",403.0,12004.0,20.0,RUS,1.04
EasTor,"Movistar Riders, OFFSET",404.0,4373.0,28.0,ESP,1.01
jedqr,"Wisla Krakow, x-kom",405.0,14684.0,23.0,POL,1.08
JDC,"MOUZ, MOUZ NXT, expert, Unicorns of Love, PANTHERS",406.0,14929.0,22.0,DEU,1.06
1962,"Leviatan, Isurus",407.0,12094.0,26.0,ARG,1.07
Kylar,"AVEZ, Anonymo",408.0,19114.0,22.0,POL,1.05
Noobster,"Ground Zero, Paradox, SYF",409.0,9680.0,25.0,AUS,1.01
Viva,"Invictus, 5POWER, CyberZen",410.0,15419.0,22.0,CHN,1.06
byali,"Virtus.pro, AVEZ",411.0,5386.0,28.0,POL,1.01
obj,"OFFSET, eXploit, Giants, AlienTech",412.0,9416.0,26.0,PRT,1.01
spyleadeR,"E-frag.net, MK, GPlay",413.0,3183.0,32.0,BGR,1.01
kreaz,"Finest, Apeks",414.0,9911.0,24.0,SWE,1.01
stadodo,"SAW, OFFSET",415.0,11205.0,25.0,PRT,1.08
mirbit,"ALTERNATE aTTaX, EURONICS, Sprout, Nordavind",416.0,11701.0,25.0,DEU,1.06
J0LZ,"Strife, OCG, Swedish Canadians",417.0,17510.0,22.0,CAN,1.07
Friis,"SK, fnatic, Heroic, Tricked",418.0,7.0,33.0,DNK,1.01
grux,"Savage, Red Reserve, SMASH",419.0,15096.0,22.0,SWE,1.04
dazzLe,"eUnited, Rise Nation, New Identity",420.0,11064.0,26.0,USA,1.08
ayaya,"Eclipse, Born Of Fire, Flash, AllGamers",421.0,10186.0,23.0,CHN,1.01
ap0c,"AVANT, Tainted Minds, Looking For Org, Chiefs",422.0,2007.0,34.0,AUS,1.01
reatz,"PRIDE, Illuminar, Kinguin",423.0,8242.0,27.0,POL,1.01
siuhy,"MOUZ NXT, Izako Boars",424.0,16820.0,19.0,POL,1.06
Stewie2K,"Cloud9, Liquid",425.0,8797.0,24.0,USA,1.01
kalinka,"HellRaisers, Playing Ducks",426.0,9410.0,28.0,LTU,1.01
Jinxx,"Genuine, Taboo, Chiefs",427.0,11538.0,25.0,AUS,1.04
to1nou,"LDLC, LDLC White",428.0,7982.0,27.0,BEL,1.01
DickStacy,"Grayhound, Dark Sided",429.0,12876.0,25.0,AUS,1.08
jR,"Vega Squadron, HellRaisers",430.0,8786.0,28.0,UKR,1.01
DESPE,Space Soldiers,431.0,7980.0,29.0,TUR,1.01
kioShiMa,"Envy, Heretics, FaZe",432.0,4959.0,28.0,FRA,1.01
speed4k,"DreamEaters, Nemiga",433.0,13155.0,26.0,RUS,1.05
FugLy,"NRG, Liquid, Envy",434.0,8522.0,27.0,USA,1.01
emagine,"ORDER, Kings, Winterfox, Immunity",435.0,8744.0,31.0,AUS,1.01
Nifty,"Renegades, Envy, Selfless",436.0,9069.0,24.0,USA,1.01
Polt,"1WIN, Unique",437.0,16946.0,28.0,RUS,1.07
arT,FURIA,438.0,12521.0,26.0,BRA,1.09
MINISE,"PACT, PRIDE, Kinguin",439.0,2826.0,28.0,POL,1.0
waterfaLLZ,"Quantum Bellator Fire, PiTER, AVE, EPG",440.0,8727.0,27.0,RUS,1.0
Cabbi,"MASONIC, Lyngby Vikings, AGF",441.0,16723.0,24.0,DNK,1.05
pounh,"Playing Ducks, Imperial, 1337HUANIA",442.0,11307.0,25.0,LTU,1.04
Zero,"GamerLegion, HellRaisers",443.0,8413.0,23.0,SVK,1.0
zqkS,"Imperial, Yeah, Keyd",444.0,7383.0,30.0,BRA,1.0
innocent,"Anonymo, Illuminar, CSGL",445.0,3669.0,28.0,POL,1.0
Relyks,"eUnited, Enemy, Selfless, New Identity",446.0,8517.0,27.0,USA,1.0
fenvicious,"Unique, Spirit Academy, EPG",447.0,10590.0,27.0,RUS,1.0
glace,"North Academy, Tricked, Rogue, No Problem!",448.0,1883.0,28.0,DNK,1.0
Oderus,"Spacestation, BlackOut, The Pioneers",449.0,11238.0,23.0,USA,1.04
1uke,"Spirit Academy, HOLLYWOOD, PLINK",450.0,8724.0,29.0,RUS,1.0
leo_drk,"Sharks, 00NATION",451.0,11329.0,22.0,BRA,1.07
Edward,Natus Vincere,452.0,483.0,34.0,UKR,1.0
Tsogoo,"TheMongolz, Mazaalai",453.0,9245.0,28.0,MNG,1.0
hazed,"CLG, Mythic",454.0,8347.0,33.0,USA,1.0
xiaosaGe,"5POWER, Invictus, UYA",455.0,11574.0,32.0,CHN,1.08
SIXER,"LDLC, Envy",456.0,147.0,31.0,FRA,1.0
kenzor,pro100,457.0,11515.0,25.0,UKR,1.05
R0b3n,"Unique, Space Jam, ex-ETHEREAL",458.0,14205.0,20.0,LVA,1.04
Lack1,"Entropiq, Winstrike",459.0,13240.0,22.0,KAZ,1.04
cbbk,"Lucid Dream, Beyond",460.0,10764.0,28.0,THA,1.06
dzt,"Imperial, Case, BigGods",461.0,10570.0,25.0,BRA,1.0
ImpressioN,"BOOT-d[S], BTRG, NKT, dream[S]cape",462.0,9339.0,26.0,SGP,1.0
almazer,forZe,463.0,11654.0,23.0,RUS,1.06
Djoko,"HEET, DBL PONEY",464.0,19738.0,25.0,FRA,1.05
KILLDREAM,"AlienTech, k1ck, Giants",465.0,5792.0,29.0,PRT,1.0
Basso,Copenhagen Flames,466.0,10443.0,23.0,DNK,1.0
RoLEX,"Signature, ZIGMA, Beyond, MiTH",467.0,10663.0,21.0,THA,1.06
zeff,MVP PK,468.0,4637.0,33.0,KOR,1.0
ALLE,"Liberty, Redemption POA, Isurus, C4",469.0,11922.0,25.0,BRA,1.07
mopoz,Movistar Riders,470.0,9254.0,25.0,ESP,1.0
supra,"Gambit Youngsters, Nordavind",471.0,16415.0,20.0,EST,1.05
cromen,Nordavind,472.0,10397.0,27.0,NOR,1.0
SZPERO,"Wisla Krakow, Kinguin, AGO",473.0,973.0,31.0,POL,1.0
adreN,"Liquid, Mythic",474.0,7433.0,32.0,USA,1.0
xseveN,"HAVU, ENCE, iGame.com, RCTIC",475.0,7248.0,27.0,FIN,1.0
void,"Ground Zero, Dark Sided",476.0,14954.0,21.0,AUS,1.03
pyth,"NIP, Vexed",477.0,7527.0,28.0,SWE,1.0
MODDII,"Heroic, SK",478.0,545.0,33.0,SWE,1.0
cam,"Singularity, Gorilla Gang, Chaos",479.0,13186.0,24.0,USA,1.06
peet,"AGG, Vexed, SEAL, eBettle",480.0,7369.0,31.0,POL,1.0
nitr0,Liquid,481.0,7687.0,26.0,USA,1.0
mds,Nemiga,482.0,11926.0,23.0,BLR,1.04
pecks,Chiefs,483.0,10163.0,25.0,AUS,1.0
STYKO,"HellRaisers, MOUZ, GODSENT",484.0,6904.0,26.0,SVK,1.0
truth,"Apeks, ATK, Vexed",485.0,9298.0,25.0,NOR,1.0
Noktse,Isurus,486.0,2161.0,29.0,ARG,1.06
vice,"Rogue, Cloud9",487.0,9260.0,26.0,USA,1.0
Baaten,"x6tence Galaxy, Red Reserve, fnatic Academy, Chaos",488.0,10463.0,23.0,SWE,1.0
uli,KOVA,489.0,9818.0,24.0,FIN,1.0
MUTiRiS,"SAW, k1ck, Giants",490.0,630.0,29.0,PRT,1.0
freddieb,"Epsilon, GODSENT, Red Reserve",491.0,9257.0,28.0,SWE,0.99
SEMPHIS,"Splyce, TSM, Complexity",492.0,1915.0,33.0,CAN,0.99
dephh,Complexity,493.0,7873.0,30.0,GBR,0.99
realz1n,"B4, W7M, Sharks, FURIA Academy",494.0,16769.0,27.0,BRA,1.07
freakazoid,"Swole Patrol, Cloud9, Echo Fox",495.0,7808.0,29.0,USA,0.99
Jerry,forZe,496.0,13157.0,24.0,RUS,1.07
magixx,Spirit,497.0,18317.0,19.0,RUS,1.05
YDNA,"Breakaway, Funky Monkeys, Dark Sided",498.0,12083.0,23.0,AUS,1.03
robiin,"Endpoint, DenDD",499.0,7700.0,27.0,SWE,0.99
gMd,"Rogue, FRENCH CANADIANS, LiViD, Spacestation",500.0,12710.0,21.0,CAN,1.05
ALEX,"LDLC, Vitality, fnatic",501.0,8184.0,26.0,GBR,0.99
markeloff,"FlipSid3, HellRaisers",502.0,338.0,34.0,UKR,0.99
Puls3,"Endpoint, FMESPORTS",503.0,7296.0,28.0,GBR,0.99
Vegi,"Anonymo, Virtus.pro, PACT, Illuminar",504.0,15204.0,22.0,POL,1.04
neptune,"Ghost, Bee's Money Crew, Recon 5",505.0,12101.0,19.0,USA,1.04
xelos,"Lemondogs, Epsilon, AliGon",506.0,5373.0,29.0,SWE,0.99
rbz,"Paradox, Corvidae",507.0,9103.0,28.0,AUS,0.99
BENDJI,"Singularity, DenDD",508.0,8396.0,26.0,SWE,0.99
dukefissura,"Unique, 100PG",509.0,19823.0,26.0,KAZ,1.05
reversive,"Leviatan, Isurus",510.0,9221.0,30.0,ARG,0.99
jaxi,Nexus,511.0,4726.0,28.0,ROU,0.99
BARBARR,"Epsilon, x6tence Galaxy, Singularity",512.0,44.0,32.0,SWE,0.99
VINI,FURIA,513.0,12822.0,23.0,BRA,1.04
Liki,"Looking For Org, Dire Wolves",514.0,19190.0,23.0,AUS,1.07
morelz,"PRIDE, Virtus.pro",515.0,8324.0,28.0,POL,0.99
k1to,"BIG, ALTERNATE aTTaX, Sprout",516.0,12781.0,23.0,DEU,1.04
notaN,"MASONIC, Singularity, OPAA",517.0,9903.0,22.0,DNK,0.99
pesadelo,"TeamOne, RED Canids",518.0,17553.0,22.0,BRA,1.04
kory,"Sangal, Budapest Five, Salamander",519.0,16495.0,24.0,HUN,1.06
JIaYm,"HellRaisers, bankaPEPSI",520.0,19232.0,23.0,RUS,1.05
ANGE1,HellRaisers,521.0,339.0,32.0,UKR,0.99
kaboose,"Selfless, Vision",522.0,10372.0,22.0,USA,0.99
facecrack,"forZe, PiTER",523.0,8726.0,28.0,RUS,0.99
Dimaoneshot,"Spirit, Espada",524.0,8125.0,27.0,RUS,0.99
Drone,"Splyce, Envy",525.0,9130.0,24.0,USA,0.99
DemQQ,"B8, CR4ZY, Akuma, Project X",526.0,19733.0,21.0,UKR,1.07
rmn,"SAW, k1ck, Giants",527.0,2241.0,30.0,PRT,0.99
Dosia,"Gambit, HellRaisers",528.0,735.0,34.0,RUS,0.99
vanity,"Chaos, eUnited, Gorilla Gang",529.0,12089.0,23.0,USA,1.06
krii,"Wolsung, EPG",530.0,9291.0,24.0,LVA,0.99
fitch,"AVANGAR, Tengri, Gambit",531.0,10052.0,30.0,KAZ,0.99
DeathZz,Movistar Riders,532.0,13093.0,26.0,ESP,1.03
gade,"North, North Academy, OpTic",533.0,8875.0,27.0,DNK,0.99
djay,"Party Astronauts, New England Whalers",534.0,12102.0,29.0,CAN,1.04
SAGGERTON,"iGame.com, RCTIC, LGR",535.0,7529.0,26.0,FIN,0.99
larsen,"Tricked, Movistar Riders",536.0,7965.0,25.0,DNK,0.99
bubble,"Windigo, E-frag.net, Fiend",537.0,2799.0,30.0,BGR,0.99
Lukki,"Tricked, AGF, Singularity",538.0,8871.0,22.0,DNK,0.99
jabbi,"Copenhagen Flames, Singularity",539.0,17956.0,19.0,DNK,1.03
AZR,"Renegades, 100 Thieves, EXTREMUM",540.0,8082.0,29.0,AUS,0.99
J1rah,"ORDER, Breakaway",541.0,12593.0,22.0,AUS,1.04
ryotzz,W7M,542.0,13989.0,28.0,BRA,1.08
bodyy,"G2, DBL PONEY, LDLC",543.0,8374.0,25.0,FRA,0.99
NEKIZ,"paiN, Luminosity",544.0,9482.0,26.0,BRA,0.98
sXe,"Nexus, XPC",545.0,10436.0,24.0,ROU,0.98
chop,"RBG, Carpe Diem, Kinship",546.0,19705.0,20.0,USA,1.02
JACKZ,"G2, EnVyUs Academy, 3DMAX",547.0,284.0,30.0,FRA,0.98
DAVEY,"Splyce, Mythic",548.0,8508.0,26.0,CAN,0.98
Furlan,AGO,549.0,8327.0,27.0,POL,0.98
stellar,"Party Astronauts, Vireo.pro, Divine, AA",550.0,13177.0,26.0,USA,1.05
Xizt,"NIP, fnatic",551.0,884.0,31.0,SWE,0.98
Jonji,"Bad News Bears, Rise Nation, Chaos",552.0,12113.0,22.0,CAN,1.09
RUBINO,"Dignitas, Nordavind, LGB",553.0,1485.0,28.0,NOR,0.98
AdreN,"Gambit, HellRaisers, K23",554.0,334.0,32.0,KAZ,0.98
ryann,"Singularity, Swole Patrol, Envy, Gorilla Gang",555.0,12088.0,21.0,USA,1.04
gla1ve,"Astralis, CPH Wolves",556.0,7412.0,27.0,DNK,0.98
Zix,Bpro,557.0,13992.0,23.0,BGR,1.04
Perfecto,"Natus Vincere, Syman",558.0,16947.0,22.0,RUS,1.04
isak,"GamerLegion, Lilmix",559.0,17937.0,20.0,SWE,1.03
DeadFox,HellRaisers,560.0,8716.0,27.0,HUN,0.98
wiz,"RBG, Carpe Diem",561.0,17930.0,21.0,USA,1.02
zende,"DenDD, Property",562.0,5045.0,27.0,SWE,0.98
Daffu,"ECSTATIC, Lyngby Vikings, Copenhagen Flames",563.0,11996.0,24.0,DNK,1.04
Spiidi,"Sprout, MOUZ",564.0,7499.0,26.0,DEU,0.98
bq,Lilmix,565.0,17936.0,20.0,SWE,1.02
apocdud,"VERTEX, Chiefs, Genuine",566.0,12872.0,23.0,AUS,1.05
anger,"Mythic, Winterfox, Denial, Luminosity",567.0,7438.0,34.0,USA,0.98
NickelBack,"Entropiq, pro100, Winstrike",568.0,11498.0,25.0,RUS,1.05
WOOD7,"Bravos, MIBR, RED Canids",569.0,14390.0,27.0,BRA,1.04
doto,"HAVU, ENCE",570.0,9819.0,26.0,FIN,0.98
tifa,"Imperial, BigGods, Keyd",571.0,9480.0,26.0,BRA,0.98
Fadey,"ATK, Bravado",572.0,10611.0,24.0,ZAF,0.98
Norwi,"forZe, Trident",573.0,19882.0,21.0,RUS,1.02
Llamas,"Ground Zero, Breakaway, SYF",574.0,16529.0,22.0,AUS,1.01
kwezz,Tricked,575.0,13170.0,22.0,DNK,1.01
SHOOWTiME,"Luminosity, Imperial, Tempo Storm",576.0,9220.0,25.0,BRA,0.98
syken,"expert, EURONICS",577.0,8000.0,26.0,DEU,0.98
ZEDKO,"SINNERS, eXtatus",578.0,8488.0,24.0,CZE,0.98
jnt,Sharks,579.0,11747.0,28.0,BRA,1.03
prt,"TeamOne, DETONA",580.0,10827.0,24.0,BRA,1.02
FinigaN,Espada,581.0,17305.0,23.0,RUS,1.03
niki1,"FATE, Bpro, Outlaws",582.0,8917.0,31.0,BGR,0.98
BURNRUOk,"Ground Zero, Grayhound, Immunity",583.0,9636.0,26.0,AUS,0.98
Radifaction,"Secret, Nordavind, NoChance, Apeks",584.0,13148.0,23.0,NOR,1.03
BIT,"TeamOne, 9z",585.0,555.0,32.0,BRA,0.98
Boombl4,"Natus Vincere, Winstrike, Quantum Bellator Fire",586.0,11840.0,23.0,RUS,1.04
Sergiz,"CR4ZY, Project X, Akuma, Windigo Academy",587.0,12244.0,21.0,UKR,1.03
PERCY,"Secret, Sprout, Tricked",588.0,5061.0,28.0,DNK,0.98
blocker,"Windigo, FATE, Bpro",589.0,10697.0,25.0,BGR,1.05
leman,AGO,590.0,8539.0,25.0,POL,0.97
Sapec,Young Ninjas,591.0,15569.0,19.0,SWE,1.05
RUSH,"Cloud9, Complexity, OpTic",592.0,7805.0,28.0,USA,0.97
RpK,"Vitality, Envy, Titan, G2",593.0,7169.0,32.0,FRA,0.97
sinnopsyy,"Bad News Eagles, BLINK, Secret",594.0,18120.0,27.0,XKX,1.03
SPELLAN,"SKADE, Outlaws, Windigo, Epsilon",595.0,11217.0,24.0,BGR,1.03
Bymas,"MOUZ, FaZe",596.0,19015.0,18.0,LTU,1.03
mono,"x-kom, Illuminar, Izako Boars",597.0,9916.0,26.0,POL,0.97
Queenix,"MASONIC, x6tence",598.0,13749.0,23.0,DNK,1.03
RuStY,"GamerLegion, Singularity, Red Reserve",599.0,10784.0,24.0,SWE,1.03
raalz,"Sprout, Lyngby Vikings, Ambush",600.0,2898.0,27.0,DNK,0.97
jmqa,"Quantum Bellator Fire, PiTER, EPG",601.0,8368.0,25.0,RUS,0.97
DeStRoYeR,"Invictus, EHOME, BOOT",602.0,10192.0,28.0,CHN,0.97
Keoz,"Syman, LDLC, K23",603.0,15117.0,21.0,BEL,1.03
seb,"Ghost, New Identity, Bee's Money Crew",604.0,3886.0,31.0,USA,0.97
propleh,"1WIN, Monolith, Spartak",605.0,14055.0,25.0,RUS,1.03
kUcheR,"HellRaisers, Virtus.pro",606.0,302.0,33.0,RUS,0.97
stk,"Beyond, Signature, Alpha Red",607.0,12129.0,25.0,THA,1.05
ELUSIVE,Bravado,608.0,8446.0,29.0,ZAF,0.97
oskarish,"x-kom, Illuminar, AGO",609.0,8321.0,25.0,POL,0.97
SOKER,"Movistar Riders, x6tence, k1ck",610.0,7388.0,29.0,ESP,0.97
ice,"100PG, Unique",611.0,17792.0,21.0,KAZ,1.01
PKL,"paiN, Luminosity, Wild",612.0,6593.0,28.0,BRA,0.97
DEVIL,"LDLC, Envy, LDLC White, 3DMAX",613.0,8569.0,27.0,FRA,0.97
seized,Natus Vincere,614.0,3347.0,27.0,RUS,0.97
MAIROLLS,"Alpha Red, Beyond, NSPR",615.0,10666.0,24.0,THA,1.02
gabesson,"GameAgents, volgare",616.0,7925.0,32.0,HUN,0.97
Mayker,"Genuine, Chiefs, Surge",617.0,14957.0,23.0,AUS,1.01
KHRN,"SJ, HAVU",618.0,971.0,32.0,FIN,0.97
Leaf,"Lucid Dream, Maple, Signature",619.0,11248.0,28.0,THA,1.02
phr,"Illuminar, AGO, Virtus.pro",620.0,11891.0,25.0,POL,1.02
reltuC,CLG,621.0,8137.0,33.0,USA,0.97
chopper,"Spirit, Vega Squadron",622.0,7716.0,25.0,RUS,0.97
Drea3er,"New4, FIVE, BTRG",623.0,11161.0,27.0,CHN,1.01
Hyper,"AGG, Vexed, Kinguin, Izako Boars",624.0,7368.0,32.0,POL,0.96
Surreal,"Endpoint, Epsilon, Complexity",625.0,9019.0,26.0,GBR,0.96
TMB,"MAD Lions, AGF, Copenhagen Flames",626.0,11995.0,20.0,DNK,1.05
LUCAS1,"Immortals, Luminosity, MIBR, Tempo Storm",627.0,8566.0,27.0,BRA,0.96
The eLiVe,"Enterprise, Universe",628.0,14388.0,23.0,SVK,1.01
Maniac,"LDLC, Titan",629.0,823.0,32.0,CHE,0.96
starix,"Natus Vincere, Spirit",630.0,303.0,34.0,UKR,0.96
nosraC,"Gaimin Gladiators, Rebirth, ChocoCheck, Recon 5",631.0,17918.0,22.0,USA,1.03
SmithZz,"G2, Titan, VeryGames, Envy, LDLC",632.0,7170.0,33.0,FRA,0.96
kaper,"AGO, Kinguin, Wisla Krakow, adwokacik",633.0,14221.0,26.0,POL,1.02
nafany,"Gambit Youngsters, Gambit",634.0,16921.0,21.0,RUS,1.04
Marek,"EHOME, After",635.0,8598.0,28.0,TWN,0.96
SADDYX,SJ,636.0,15563.0,21.0,FIN,1.03
maeVe,"Tricked, Escape, Reason",637.0,8150.0,32.0,DNK,0.96
Kairi,"x6tence, PENTA",638.0,329.0,34.0,ESP,0.96
Tommy,BOOT-d[S],639.0,11460.0,28.0,SGP,1.04
bodito,"Budapest Five, Salamander, Pixel, Sensei",640.0,8733.0,24.0,HUN,0.96
Walco,"RBG, Carpe Diem",641.0,17929.0,20.0,CAN,1.02
stanislaw,"Evil Geniuses, OpTic, Complexity, Liquid",642.0,8507.0,28.0,CAN,0.96
SEMINTE,"Nexus, XPC",643.0,8453.0,25.0,ROU,0.96
expro,"Lynn Vision, Invictus, EHOME",644.0,12490.0,23.0,CHN,1.03
HOLMES,Squared,645.0,3730.0,30.0,SRB,0.96
